Chino Valley Unified,"$10,931 ","$93,442 "
Chico Unified,"$13,350 ","$57,611 "
El Nido Elementary,"$14,028 ","$54,148 "
Berkeley Unified,"$17,280 ","$85,444 "
East Side Union High,"$13,317 ","$105,274 "
Alameda Unified,"$13,436 ","$104,756 "
South San Francisco Unified,"$13,184 ","$106,209 "
Surprise Valley Joint Unified,"$16,388 ","$42,019 "
Acton-Agua Dulce Unified,"$14,318 ","$100,556 "
Novato Unified,"$13,101 ","$106,657 "
Yuba City Unified,"$13,243 ","$57,703 "
Twin Rivers Unified,"$14,648 ","$50,649 "
Yreka Union High,"$15,302 ","$47,294 "
Maxwell Unified,"$13,424 ","$56,667 "
Central Unified,"$11,995 ","$63,792 "
Colfax Elementary,"$12,731 ","$60,101 "
Burrel Union Elementary,"$15,598 ","$45,625 "
Chualar Union,"$14,107 ","$53,059 "
Freshwater Elementary,"$13,343 ","$56,771 "
Shasta Union Elementary,"$13,974 ","$53,529 "
South Monterey County Joint Union High,"$13,241 ","$57,181 "
Bishop Unified,"$11,871 ","$63,934 "
Lindsay Unified,"$17,927 ","$33,626 "
Castle Rock Union Elementary,"$15,625 ","$45,139 "
Hilmar Unified,"$12,340 ","$61,569 "
Lake Tahoe Unified,"$13,165 ","$57,396 "
Enterprise Elementary,"$13,571 ","$55,296 "
Victor Valley Union High,"$13,948 ","$53,356 "
Saugus Union,"$11,447 ","$115,801 "
Trinity Alps Unified,"$15,289 ","$46,559 "
Union Hill Elementary,"$10,575 ","$70,074 "
Lemoore Union Elementary,"$11,566 ","$65,107 "
Camino Union Elementary,"$11,694 ","$64,438 "
Sonora Union High,"$13,365 ","$56,001 "
Santa Rita Union Elementary,"$10,775 ","$68,918 "
Palm Springs Unified,"$14,904 ","$48,120 "
Bayshore Elementary,"$16,879 ","$89,074 "
Montebello Unified,"$13,993 ","$52,592 "
Castro Valley Unified,"$11,860 ","$114,277 "
Merced Union High,"$14,146 ","$51,793 "
Clear Creek Elementary,"$10,656 ","$69,125 "
Ceres Unified,"$12,822 ","$58,193 "
Indian Diggings Elementary,"$16,833 ","$38,125 "
New Haven Unified,"$12,269 ","$112,496 "
Tulare Joint Union High,"$14,165 ","$51,324 "
Ukiah Unified,"$13,764 ","$53,277 "
Alisal Union,"$12,215 ","$60,978 "
Mark Twain Union Elementary,"$11,131 ","$66,239 "
Tahoe-Truckee Unified,"$18,822 ","$80,154 "
Visalia Unified,"$12,279 ","$60,393 "
Campbell Union,"$13,527 ","$106,695 "
Los Banos Unified,"$11,990 ","$61,691 "
Ocean View - Oxnard,"$11,925 ","$61,940 "
Knightsen Elementary,"$10,386 ","$122,844 "
Golden Plains Unified,"$16,317 ","$39,702 "
Piner-Olivet Union Elementary,"$15,122 ","$99,269 "
Laton Joint Unified,"$15,518 ","$43,627 "
Willits Unified,"$14,219 ","$50,068 "
New Jerusalem Elementary,"$12,139 ","$60,417 "
Fort Bragg Unified,"$14,147 ","$50,363 "
Richland Union Elementary,"$15,082 ","$45,592 "
Harmony Union Elementary,"$19,871 ","$75,806 "
Curtis Creek Elementary,"$11,436 ","$63,750 "
Rim Of The World Unified,"$11,977 ","$61,039 "
Shasta Union High,"$12,856 ","$56,631 "
San Bruno Park Elementary,"$12,992 ","$110,290 "
Le Grand Union High,"$15,548 ","$43,096 "
Sequoia Union Elementary,"$10,145 ","$70,119 "
Black Butte Union Elementary,"$14,148 ","$50,032 "
Butteville Union Elementary,"$10,482 ","$68,365 "
Livingston Union,"$13,071 ","$55,392 "
Riverdale Joint Unified,"$14,576 ","$47,768 "
Hemet Unified,"$14,843 ","$46,293 "
Pleasant Valley Joint Union Elementary,"$19,074 ","$80,238 "
Fall River Joint Unified,"$14,288 ","$49,037 "
Chawanakee Unified,"$11,561 ","$62,656 "
Oak Run Elementary,"$13,456 ","$53,068 "
Stanislaus Union Elementary,"$11,994 ","$60,337 "
Turlock Unified,"$12,863 ","$55,962 "
National Elementary,"$14,824 ","$46,062 "
Meridian Elementary,"$22,455 ","$63,750 "
Summerville Elementary,"$11,330 ","$63,333 "
Stockton Unified,"$15,106 ","$44,393 "
Guadalupe Union Elementary,"$13,783 ","$50,864 "
Pleasant Grove Joint Union,"$10,731 ","$66,094 "
Penn Valley Union Elementary,"$11,570 ","$61,581 "
Bonny Doon Union Elementary,"$13,485 ","$109,306 "
Buttonwillow Union Elementary,"$16,074 ","$38,917 "
Los Olivos Elementary,"$15,399 ","$99,844 "
Lynwood Unified,"$13,451 ","$52,007 "
Westwood Unified,"$15,578 ","$41,364 "
Live Oak Unified,"$12,518 ","$56,667 "
Hesperia Unified,"$12,694 ","$55,778 "
Anderson Union High,"$12,566 ","$56,332 "
Perris Elementary,"$13,221 ","$53,010 "
Newport-Mesa Unified,"$15,125 ","$101,383 "
Forks Of Salmon Elementary,"$30,778 ","$23,125 "
Holtville Unified,"$13,842 ","$49,766 "
Northern Humboldt Union High,"$14,340 ","$47,230 "
Millville Elementary,"$10,297 ","$67,396 "
Delano Union Elementary,"$14,966 ","$43,811 "
Gazelle Union Elementary,"$15,000 ","$43,625 "
Perris Union High,"$13,112 ","$53,010 "
Pioneer Union Elementary - Somerset,"$12,265 ","$57,169 "
Kings River Union Elementary,"$13,838 ","$49,063 "
Fowler Unified,"$13,169 ","$52,399 "
Coast Unified,"$21,927 ","$68,214 "
Tulare City,"$12,773 ","$54,367 "
Hanford Elementary,"$12,023 ","$58,056 "
Tehachapi Unified,"$10,710 ","$64,571 "
Millbrae Elementary,"$11,437 ","$120,850 "
Caliente Union Elementary,"$16,122 ","$37,452 "
Trona Joint Unified,"$28,066 ","$37,679 "
Chowchilla Union High,"$12,769 ","$54,094 "
Manchester Union Elementary,"$25,389 ","$51,250 "
Camptonville Elementary,"$18,042 ","$88,125 "
Whitmore Union Elementary,"$25,300 ","$51,964 "
Kit Carson Union Elementary,"$12,293 ","$56,071 "
Cascade Union Elementary,"$14,765 ","$43,624 "
Los Molinos Unified,"$14,423 ","$45,326 "
Coronado Unified,"$13,948 ","$108,967 "
Poway Unified,"$12,266 ","$117,394 "
Summerville Union High,"$9,016 ","$72,238 "
Cottonwood Union Elementary,"$11,968 ","$57,312 "
Pierce Joint Unified,"$11,147 ","$61,359 "
Eastside Union Elementary,"$13,496 ","$49,603 "
Pacific Grove Unified,"$17,672 ","$90,683 "
Chicago Park Elementary,"$10,536 ","$64,375 "
Central Union High,"$13,804 ","$48,005 "
Mariposa County Unified,"$13,686 ","$48,586 "
Brittan Elementary,"$9,220 ","$70,888 "
Roberts Ferry Union Elementary,"$13,068 ","$51,591 "
Hawthorne,"$13,250 ","$50,580 "
Oak Grove Elementary,"$12,806 ","$115,302 "
Placerville Union Elementary,"$10,953 ","$61,880 "
Muroc Joint Unified,"$11,889 ","$57,151 "
Westmorland Union Elementary,"$15,898 ","$37,000 "
Gridley Unified,"$12,109 ","$55,942 "
Washington Colony Elementary,"$11,570 ","$58,611 "
Eureka Union,"$10,943 ","$125,027 "
Armona Union Elementary,"$13,266 ","$50,043 "
Owens Valley Unified,"$27,205 ","$43,702 "
Lakeport Unified,"$13,271 ","$49,902 "
Keppel Union Elementary,"$13,163 ","$50,400 "
Southern Humboldt Joint Unified,"$13,693 ","$47,706 "
Kashia Elementary,"$22,867 ","$65,625 "
San Jacinto Unified,"$13,377 ","$49,159 "
Tulelake Basin Joint Unified,"$16,216 ","$34,896 "
Jamestown Elementary,"$12,320 ","$54,300 "
Madera Unified,"$13,001 ","$50,878 "
Upper Lake Unified,"$13,171 ","$50,000 "
Chatom Union,"$13,495 ","$48,363 "
Kenwood,"$21,413 ","$73,245 "
Cambrian,"$11,134 ","$124,674 "
Moreland,"$12,870 ","$116,056 "
Weed Union Elementary,"$16,802 ","$31,633 "
Redding Elementary,"$12,853 ","$51,265 "
Washington Unified - Fresno,"$14,509 ","$42,956 "
Grass Valley Elementary,"$12,863 ","$51,177 "
Newark Unified,"$12,769 ","$116,856 "
Seeley Union Elementary,"$14,477 ","$42,917 "
King City Union,"$12,083 ","$54,804 "
Banta Elementary,"$17,452 ","$93,631 "
Woodlake Unified,"$14,047 ","$44,776 "
Weaver Union,"$12,707 ","$51,382 "
Corning Union High,"$13,720 ","$46,302 "
Fresno Unified,"$14,625 ","$41,704 "
Caruthers Unified,"$13,779 ","$45,893 "
Traver Joint Elementary,"$13,427 ","$47,614 "
Merced River Union Elementary,"$11,757 ","$55,938 "
Gerber Union Elementary,"$13,902 ","$45,134 "
Miller Creek Elementary,"$13,072 ","$116,192 "
Roseland,"$24,306 ","$60,140 "
Sundale Union Elementary,"$10,770 ","$60,461 "
Bakersfield City,"$14,646 ","$41,047 "
Red Bluff Joint Union High,"$14,141 ","$43,553 "
Fort Sage Unified,"$12,458 ","$51,875 "
Mckinleyville Union Elementary,"$11,698 ","$55,567 "
Heber Elementary,"$13,405 ","$47,021 "
Oak Grove Union Elementary,"$13,911 ","$112,527 "
Buellton Union Elementary,"$18,315 ","$90,560 "
Bangor Union Elementary,"$14,520 ","$41,304 "
Selma Unified,"$14,374 ","$41,884 "
Fortuna Union High,"$13,320 ","$47,053 "
Orange Center,"$15,286 ","$37,159 "
Grenada Elementary,"$11,960 ","$53,750 "
Shaffer Union Elementary,"$11,182 ","$57,526 "
Santa Cruz City High,$287 ,"$111,992 "
Bear Valley Unified,"$12,197 ","$52,384 "
Calexico Unified,"$13,961 ","$43,504 "
Alpaugh Unified,"$14,458 ","$41,000 "
Pacifica,"$11,417 ","$125,760 "
Trinidad Union Elementary,"$11,448 ","$55,893 "
Marysville Joint Unified,"$12,248 ","$51,851 "
Del Norte County Unified,"$13,551 ","$45,283 "
Lucerne Valley Unified,"$16,528 ","$30,376 "
Morgan Hill Unified,"$11,628 ","$125,073 "
Lancaster Elementary,"$12,465 ","$50,536 "
Bass Lake Joint Union Elementary,"$11,191 ","$56,864 "
Coalinga-Huron Unified,"$13,147 ","$47,078 "
Brawley Union High,"$14,081 ","$42,384 "
Exeter Unified,"$12,964 ","$47,832 "
Flournoy Union Elementary,"$12,714 ","$49,000 "
Delano Joint Union High,"$14,460 ","$40,251 "
Redwood City Elementary,"$14,232 ","$112,451 "
Pixley Union Elementary,"$15,740 ","$33,750 "
Banning Unified,"$13,707 ","$43,906 "
Amador County Unified,"$9,890 ","$62,772 "
Brawley Elementary,"$13,926 ","$42,573 "
Planada Elementary,"$14,174 ","$41,285 "
Hamilton Unified,"$12,535 ","$49,423 "
Maple Elementary,"$9,668 ","$63,750 "
Dunsmuir Elementary,"$15,456 ","$34,716 "
Oroville Union High,"$13,883 ","$42,445 "
Colusa Unified,"$11,553 ","$54,067 "
Santa Monica-Malibu Unified,"$16,566 ","$101,476 "
Firebaugh-Las Deltas Unified,"$14,738 ","$38,094 "
Fortuna Elementary,"$13,054 ","$46,453 "
Chowchilla Elementary,"$11,427 ","$54,571 "
Paradise Unified,"$12,089 ","$51,214 "
Reef-Sunset Unified,"$13,896 ","$42,136 "
Merced City Elementary,"$12,653 ","$48,316 "
El Centro Elementary,"$13,513 ","$43,948 "
Oak Park Unified,"$10,394 ","$132,665 "
Lucerne Elementary,"$13,545 ","$43,722 "
Happy Camp Union Elementary,"$15,109 ","$35,884 "
West Park Elementary,"$12,661 ","$48,105 "
Kings Canyon Joint Unified,"$13,273 ","$45,038 "
Lamont Elementary,"$13,702 ","$42,821 "
Shiloh Elementary,"$11,754 ","$52,500 "
Pond Union Elementary,"$15,015 ","$36,125 "
Meadows Union Elementary,"$14,715 ","$37,543 "
Lassen View Union Elementary,"$10,597 ","$58,092 "
Coachella Valley Unified,"$14,846 ","$36,729 "
Reeds Creek Elementary,"$10,047 ","$60,682 "
Washington Union Elementary,"$10,214 ","$134,323 "
Mccloud Union Elementary,"$14,817 ","$36,635 "
Lakeside Union Elementary - Hanford,"$12,585 ","$47,763 "
Berryessa Union Elementary,"$12,462 ","$123,184 "
Palo Verde Unified,"$13,196 ","$44,527 "
Orland Joint Unified,"$12,312 ","$48,881 "
Mount Pleasant Elementary,"$15,161 ","$109,861 "
Dos Palos Oro Loma Joint Unified,"$13,281 ","$43,942 "
Big Springs Union Elementary,"$11,379 ","$53,452 "
El Tejon Unified,"$12,635 ","$47,066 "
Farmersville Unified,"$14,092 ","$39,650 "
Eureka City Schools,"$12,986 ","$45,100 "
Oroville City Elementary,"$12,884 ","$45,501 "
Campbell Union High,"$13,624 ","$118,447 "
Byron Union Elementary,"$11,896 ","$127,233 "
Mission Union Elementary,"$11,481 ","$51,875 "
Terra Bella Union Elementary,"$14,635 ","$36,071 "
Mckittrick Elementary,"$28,365 ","$45,000 "
Cutten Elementary,"$9,930 ","$59,557 "
Healdsburg Unified,"$18,117 ","$96,381 "
Atwater Elementary,"$10,756 ","$55,277 "
Mojave Unified,"$12,854 ","$44,535 "
Calistoga Joint Unified,"$20,461 ","$85,067 "
Victor Elementary,"$11,626 ","$50,470 "
Clay Joint Elementary,"$10,109 ","$58,000 "
Butte Valley Unified,"$14,772 ","$34,648 "
Scotia Union Elementary,"$14,188 ","$37,500 "
Cutler-Orosi Joint Unified,"$13,922 ","$38,797 "
Greenfield Union,"$11,854 ","$49,068 "
Richgrove Elementary,"$17,168 ","$22,356 "
Calipatria Unified,"$15,099 ","$32,625 "
Evergreen Union,"$11,684 ","$49,611 "
Capay Joint Union Elementary,"$9,312 ","$61,406 "
Morongo Unified,"$13,105 ","$42,323 "
Hermosa Beach City Elementary,"$10,331 ","$136,702 "
Burlingame Elementary,"$11,885 ","$129,006 "
Winton,"$12,348 ","$45,925 "
Wilsona Elementary,"$13,105 ","$42,025 "
Montague Elementary,"$11,681 ","$48,911 "
Hydesville Elementary,"$10,543 ","$54,583 "
Corning Union Elementary,"$12,275 ","$45,864 "
Ross Valley Elementary,"$13,256 ","$122,651 "
Hot Springs Elementary,"$17,316 ","$20,583 "
Lagunitas Elementary,"$18,199 ","$97,935 "
Kerman Unified,"$11,744 ","$48,445 "
Barstow Unified,"$12,804 ","$43,117 "
Apple Valley Unified,"$10,396 ","$55,159 "
Porterville Unified,"$13,584 ","$39,205 "
Livermore Valley Joint Unified,"$12,373 ","$127,200 "
Las Virgenes Unified,"$11,420 ","$132,023 "
Fairfax Elementary,"$12,898 ","$42,329 "
Dinuba Unified,"$12,543 ","$44,065 "
Monson-Sultana Joint Union Elementary,"$12,769 ","$42,875 "
Mt. Shasta Union Elementary,"$11,849 ","$47,425 "
Parlier Unified,"$14,179 ","$35,680 "
Stone Corral Elementary,"$13,062 ","$41,250 "
Thermalito Union Elementary,"$14,142 ","$35,744 "
Rio Dell Elementary,"$12,889 ","$41,875 "
Lake Elementary,"$9,762 ","$57,344 "
Encinitas Union Elementary,"$12,838 ","$126,239 "
Yreka Union Elementary,"$12,083 ","$45,257 "
Arvin Union,"$13,360 ","$38,721 "
Woodville Union Elementary,"$14,889 ","$31,000 "
Douglas City Elementary,"$12,331 ","$43,654 "
Golden Feather Union Elementary,"$27,574 ","$52,917 "
Pleasant View Elementary,"$14,270 ","$33,750 "
New Hope Elementary,"$14,000 ","$35,000 "
Susanville Elementary,"$10,272 ","$53,610 "
Plaza Elementary,"$8,729 ","$61,250 "
Palermo Union Elementary,"$12,492 ","$42,336 "
Cardiff Elementary,"$16,099 ","$110,898 "
Wasco Union Elementary,"$12,982 ","$39,750 "
Fremont Unified,"$11,629 ","$133,339 "
Evergreen Elementary,"$11,309 ","$134,950 "
San Pasqual Union Elementary,"$11,627 ","$133,375 "
Waukena Joint Union Elementary,"$12,725 ","$40,855 "
Corcoran Joint Unified,"$13,054 ","$38,906 "
Pioneer Union Elementary - Berry Creek,"$13,972 ","$34,279 "
Tipton Elementary,"$13,528 ","$36,398 "
Spreckels Union Elementary,"$9,622 ","$144,219 "
Alview-Dairyland Union Elementary,"$11,259 ","$47,344 "
Ravendale-Termo Elementary,"$31,778 ","$33,750 "
Modoc Joint Unified,"$11,378 ","$46,169 "
Earlimart Elementary,"$13,977 ","$33,092 "
Emery Unified,"$18,079 ","$102,725 "
Springville Union Elementary,"$10,600 ","$49,871 "
Kernville Union Elementary,"$14,255 ","$31,554 "
Milpitas Unified,"$12,280 ","$131,954 "
Red Bluff Union Elementary,"$12,455 ","$40,419 "
South Fork Union,"$13,885 ","$32,894 "
Eastern Sierra Unified,"$26,846 ","$59,688 "
Mcfarland Unified,"$13,102 ","$36,589 "
Knights Ferry Elementary,"$9,516 ","$54,375 "
Big Lagoon Union Elementary,"$29,316 ","$47,679 "
Magnolia Union Elementary,"$10,262 ","$50,500 "
Sonora Elementary,"$10,336 ","$50,089 "
Needles Unified,"$13,413 ","$34,498 "
Strathmore Union Elementary,"$13,644 ","$33,145 "
Wasco Union High,"$12,441 ","$39,137 "
San Dieguito Union High,"$11,865 ","$135,646 "
Sunol Glen Unified,"$12,795 ","$131,250 "
Oak Valley Union Elementary,"$11,407 ","$43,750 "
Konocti Unified,"$13,008 ","$35,601 "
Taft City,"$12,272 ","$39,190 "
Standard Elementary,"$11,448 ","$43,297 "
Stony Creek Joint Unified,"$31,129 ","$40,000 "
Orchard Elementary,"$13,586 ","$127,854 "
Alta Vista Elementary,"$13,211 ","$33,859 "
Sunnyside Union Elementary,"$13,443 ","$32,500 "
Arcata Elementary,"$12,660 ","$36,287 "
Columbia Union,"$11,581 ","$41,563 "
Julian Union High,"$27,981 ","$57,317 "
Howell Mountain Elementary,"$21,543 ","$89,531 "
Geyserville Unified,"$19,039 ","$102,109 "
Ducor Union Elementary,"$13,542 ","$30,882 "
Linns Valley-Poso Flat Union,"$30,526 ","$45,139 "
Palo Verde Union Elementary,"$11,515 ","$40,658 "
Willows Unified,"$10,083 ","$47,785 "
Cabrillo Unified,"$12,773 ","$134,138 "
Richfield Elementary,"$10,484 ","$45,625 "
Elk Hills Elementary,"$10,791 ","$43,750 "
San Francisco Unified,"$17,228 ","$112,449 "
Oro Grande,"$13,285 ","$31,000 "
Buena Vista Elementary,"$10,777 ","$43,333 "
Plainsburg Union Elementary,"$11,045 ","$41,944 "
Rockford Elementary,"$11,640 ","$38,529 "
San Mateo-Foster City,"$12,968 ","$134,671 "
Columbine Elementary,"$10,505 ","$44,000 "
Coffee Creek Elementary,"$30,556 ","$47,917 "
Allensworth Elementary,"$12,341 ","$33,214 "
Vineland Elementary,"$12,788 ","$30,665 "
Beardsley Elementary,"$12,820 ","$30,445 "
Semitropic Elementary,"$12,383 ","$32,500 "
Mendota Unified,"$12,746 ","$30,542 "
Di Giorgio Elementary,"$11,906 ","$33,542 "
Dunsmuir Joint Union High,"$33,459 ","$35,905 "
Antelope Elementary,"$10,943 ","$37,956 "
Moraga Elementary,"$12,431 ","$141,366 "
Liberty Elementary - Tulare,"$8,032 ","$52,386 "
Pacific Union Elementary - Arcata,"$9,756 ","$43,299 "
Big Pine Unified,"$30,066 ","$53,730 "
Dublin Unified,"$10,903 ","$150,299 "
Laguna Joint Elementary,"$21,857 ","$95,833 "
Acalanes Union High,"$15,267 ","$129,146 "
Beverly Hills Unified,"$19,769 ","$106,857 "
Mesa Union Elementary,"$10,283 ","$155,250 "
Latrobe,"$15,648 ","$129,516 "
Larkspur-Corte Madera,"$14,398 ","$136,406 "
Brisbane Elementary,"$17,981 ","$119,281 "
Alexander Valley Union Elementary,"$21,282 ","$104,583 "
Carmel Unified,"$24,026 ","$93,269 "
Palos Verdes Peninsula Unified,"$12,484 ","$151,740 "
Big Creek Elementary,"$28,022 ","$74,583 "
Union Elementary,"$12,126 ","$154,506 "
Big Sur Unified,"$8,233 ","$39,583 "
Mattole Unified,"$35,560 ","$37,708 "
Belridge Elementary,"$30,667 ","$62,500 "
Pleasanton Unified,"$12,065 ","$156,342 "
Pine Ridge Elementary,"$25,874 ","$88,125 "
Sunnyvale,"$15,758 ","$138,762 "
Mountain View Whisman,"$16,350 ","$136,619 "
Pope Valley Union Elementary,"$32,340 ","$57,250 "
Horicon Elementary,"$28,232 ","$79,732 "
Willow Grove Union Elementary,"$25,077 ","$96,042 "
Kentfield Elementary,"$15,935 ","$143,347 "
Belmont-Redwood Shores Elementary,"$12,393 ","$161,430 "
Ballard Elementary,"$18,061 ","$134,924 "
Santa Clara Unified,"$19,279 ","$129,906 "
San Mateo Union High,"$19,357 ","$130,632 "
Manhattan Beach Unified,"$14,901 ","$153,023 "
Kneeland Elementary,"$30,308 ","$76,250 "
Happy Valley Elementary,"$13,463 ","$160,750 "
San Marino Unified,"$14,406 ","$156,429 "
San Ramon Valley Unified,"$11,378 ","$171,717 "
Cupertino Union,"$12,291 ","$168,037 "
Del Mar Union Elementary,"$15,584 ","$152,009 "
Sequoia Union High,"$19,367 ","$134,282 "
Silver Fork Elementary,"$34,769 ","$58,438 "
Loma Prieta Joint Union Elementary,"$15,225 ","$156,250 "
Jefferson Elementary - Paicines,"$25,625 ","$104,250 "
Tamalpais Union High,"$19,565 ","$134,656 "
Saint Helena Unified,"$28,073 ","$92,404 "
Feather Falls Union Elementary,"$42,300 ","$21,648 "
Laguna Beach Unified,"$20,919 ","$129,175 "
Fort Ross Elementary,"$34,952 ","$59,063 "
Solana Beach Elementary,"$18,531 ","$141,600 "
Fremont Union High,"$15,994 ","$154,876 "
Mill Valley Elementary,"$16,270 ","$155,203 "
Lafayette Elementary,"$12,171 ","$176,919 "
Shoreline Unified,"$29,722 ","$93,608 "
Indian Springs Elementary,"$43,467 ","$25,375 "
La Canada Unified,"$12,010 ","$186,500 "
Dehesa Elementary,"$28,138 ","$107,429 "
Reed Union Elementary,"$17,357 ","$161,892 "
Mountain House Elementary,"$30,059 ","$100,625 "
Desert Center Unified,"$43,862 ","$32,396 "
San Carlos Elementary,"$14,466 ","$181,324 "
Los Gatos Union Elementary,"$14,289 ","$182,830 "
La Honda-Pescadero Unified,"$22,367 ","$148,826 "
Palo Alto Unified,"$23,038 ","$151,578 "
Rancho Santa Fe Elementary,"$22,025 ","$157,617 "
Cold Spring Elementary,"$23,320 ","$151,250 "
Nicasio,"$25,641 ","$140,417 "
Los Gatos-Saratoga Union High,"$17,307 ","$184,917 "
Mountain View-Los Altos Union High,"$23,203 ","$156,702 "
Vista Del Mar Union,"$29,961 ","$123,125 "
Alpine County Unified,"$43,481 ","$63,750 "
Death Valley Unified,"$49,857 ","$33,922 "
Menlo Park City Elementary,"$18,728 ","$193,119 "
Orinda Union Elementary,"$13,473 ","$223,504 "
Los Altos Elementary,"$15,626 ","$213,273 "
Saratoga Union Elementary,"$19,764 ","$195,784 "
Las Lomitas Elementary,"$23,590 ","$191,836 "
Montecito Union Elementary,"$30,213 ","$161,360 "
Piedmont City Unified,"$17,680 ","$224,205 "
Lakeside Joint,"$31,423 ","$177,222 "
Sausalito Marin City,"$47,176 ","$100,792 "
Ross Elementary,"$21,906 ","$238,036 "
Bolinas-Stinson Union,"$52,511 ","$87,083 "
Panoche Elementary,"$63,667 ","$36,250 "
Hillsborough City Elementary,"$22,821 ","$250,000 "
Portola Valley Elementary,"$27,751 ","$240,956 "
Woodside Elementary,"$29,985 ","$249,750 "
Spencer Valley Elementary,"$64,341 ","$79,519 "
Maple Creek Elementary,"$86,000 ","$45,750 "
Lincoln Elementary,"$85,750 ","$91,000 "